Event Type,Organization Name,Facility Name,Direction,City,County,State,Create Time,Close Time,Event Description,Responding Organization Id,Latitude,Longitude
incident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2019-01-31 17:22:40,01/31/2019 05:46:39 PM,Accident on I-690 eastbound at Exit 9 - NY 298; Bear Street (Syracuse) partial ramp closure,New York State Department of Transportation Region 3,43.0573,-76.180297
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2019-01-31 08:19:40,01/31/2019 08:58:48 AM,Accident on I-690 eastbound before Exit 8 - Hiawatha Boulevard (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.059398,-76.185501
accident,New York State Department of Transportation Region 3,I-690,Eastbound,at Geddes,Onondaga,NY,2019-01-31 08:07:38,01/31/2019 09:23:37 AM,Accident on I-690 eastbound at Exit 7 - ROUTE 297; Solvay-Fairgrounds (Geddes) left and center lanes closed,New York State Department of Transportation Region 3,43.0764,-76.214302
accident,New York State Department of Transportation Region 3,I-81,Northbound,at Salina,Onondaga,NY,2019-01-30 22:45:40,01/30/2019 11:14:47 PM,Accident on I-81 northbound at Exit 27- Syracuse Airport (Salina) right lane closed,New York State Department of Transportation Region 3,43.113201,-76.142501
accident,New York State Department of Transportation Region 3,I-81,Northbound,just past Syracuse,Onondaga,NY,2019-01-30 17:44:24,01/30/2019 06:07:37 PM,Accident on I-81 northbound just past Exit 16A - I-481 (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.003799,-76.133598
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Salina,Onondaga,NY,2019-01-30 14:55:40,01/30/2019 03:58:40 PM,"Accident on I-90 - NYS Thruway westbound between Exit 36 (I-90) - Syracuse (I-81) and Exit 37 (I-90) - Electronics Parkway starting 2:52 PM, 01/30/2019 until further notice. [CARS CAD-190300295]",New York State Thruway-State Wide Operations Center - Albany,43.094688,-76.167773
debris spill,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2019-01-30 13:46:39,01/30/2019 02:16:39 PM,"Debris on roadway on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 1:45 PM, 01/30/2019 until 2:15 PM, 01/30/2019. [CARS CAD-190300251]",New York State Thruway-State Wide Operations Center - Albany,43.03695,-76.637186
accident,New York State Department of Transportation Region 3,I-690,Eastbound,before Syracuse,Onondaga,NY,2019-01-30 07:41:45,01/30/2019 07:51:37 AM,Accident on I-690 eastbound before Exit 11 - West Street (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.054125,-76.153247
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2019-01-29 22:39:35,01/29/2019 10:46:36 PM,Accident on I-81 northbound before I-690 East (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.049198,-76.142601
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2019-01-29 18:13:35,01/29/2019 08:58:38 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 6:12 PM, 01/29/2019 until further notice. [CARS CAD-190290305]",New York State Thruway-State Wide Operations Center - Albany,43.071409,-76.517382
accident,New York State Department of Transportation Region 3,NY 290,Eastbound,,Onondaga,NY,2019-01-29 14:47:36,01/29/2019 03:36:40 PM,Accident on NY 290 eastbound between Butternut Drive and Manlius Center Road; Bridge Street (De Witt) right lane closed,New York State Department of Transportation Region 3,43.0628,-76.0437
accident,New York State Department of Transportation Region 3,I-690,Westbound,ramp to Geddes,Onondaga,NY,2019-01-28 08:50:34,01/28/2019 09:39:36 AM,Accident on I-690 westbound ramp to Exit 6 - NY 695 (Geddes) left lane closed,New York State Department of Transportation Region 3,43.084999,-76.228996
accident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2019-01-28 07:48:34,01/28/2019 08:22:35 AM,Accident on I-690 eastbound at Exit 10 - Geddes Street (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.0559,-76.170402
accident,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2019-01-26 02:17:01,01/26/2019 02:33:01 AM,Accident on I-690 eastbound at Exit 16N and Exit 16S - NY 635 Thompson Road (Syracuse) left lane blocked,New York State Department of Transportation Region 3,43.058998,-76.088096
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Brutus,Cayuga,NY,2019-01-25 16:57:57,01/25/2019 05:21:56 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 39 (I-90) - State Fair (I-690) starting 4:56 PM, 01/25/2019 until further notice. [CARS CAD-190250321]",New York State Thruway-State Wide Operations Center - Albany,43.073584,-76.507971
accident,New York State Department of Transportation Region 3,NY 370,Westbound,between Salina,Onondaga,NY,2019-01-25 14:23:00,01/25/2019 02:57:01 PM,Accident on NY 370 westbound between Old Liverpool Road (Salina) and Oswego Street (Salina) right lane closed,New York State Department of Transportation Region 3,43.078601,-76.177902
accident,New York State Department of Transportation Region 3,I-81,Northbound,before Syracuse,Onondaga,NY,2019-01-25 14:17:01,01/25/2019 02:47:59 PM,Accident on I-81 northbound before Exit 18 - Adams Street; Harrison Street (Syracuse) right and center lanes closed,New York State Department of Transportation Region 3,43.039398,-76.142097
disabled truck,New York State Department of Transportation Region 4,I-390,Southbound,area of Geneseo,Livingston,NY,2019-01-24 16:22:56,01/24/2019 05:52:56 PM,Disabled truck on I-390 southbound area of Exit 8 - US 20A; Ramp (Geneseo) 1 right shoulder of 1 lane blocked Off shoulder,New York State Department of Transportation Region 4,42.8222,-77.736801
incident,New York State Department of Transportation Region 3,West Street Arterial,Southbound,ramp from Syracuse,Onondaga,NY,2019-01-24 00:04:56,01/24/2019 01:18:55 AM,Accident on West Street Arterial southbound ramp from North Franklin Street (Syracuse) all lanes closed,New York State Department of Transportation Region 3,43.054753,-76.154781
disabled vehicle,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2019-01-23 14:26:56,01/23/2019 02:44:08 PM,Disabled vehicle on I-690 westbound at Exit 11 - West Street (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.054125,-76.153247
incident,New York State Department of Transportation Region 3,I-481,Northbound,ramp to De Witt,Onondaga,NY,2019-01-23 08:37:59,01/23/2019 09:04:00 AM,Accident on I-481 northbound ramp to Exit 6 - I-90 (De Witt) partial ramp closed,New York State Department of Transportation Region 3,43.095798,-76.053497
accident,New York State Department of Transportation Region 3,I-481,Northbound,before Onondaga,Onondaga,NY,2019-01-23 08:25:06,01/23/2019 09:06:01 AM,Accident on I-481 northbound before Exit 1 - Brighton Avenue; Rock Cut Road (Onondaga) left lane closed,New York State Department of Transportation Region 3,43.0069,-76.120903
accident,New York State Department of Transportation Region 3,I-690,Westbound,at Syracuse,Onondaga,NY,2019-01-23 02:23:57,01/23/2019 03:14:54 AM,Accident on I-690 westbound at Exit 8 - Hiawatha Boulevard (Syracuse) left lane closed,New York State Department of Transportation Region 3,43.059398,-76.185501
accident,New York State Department of Transportation Region 3,I-81,Northbound,at Cicero,Onondaga,NY,2019-01-22 17:42:53,01/22/2019 05:44:53 PM,Accident on I-81 northbound at Exit 29N - NY 481; North Syracuse; Oswego (Cicero) right lane closed,New York State Department of Transportation Region 3,43.141998,-76.1119
tractor trailer fire,New York State Department of Transportation Region 3,I-690,Eastbound,at Syracuse,Onondaga,NY,2019-01-22 08:55:58,01/22/2019 10:02:54 AM,Tractor trailer fire on I-690 eastbound at I-81 Southbound (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.0513,-76.149002
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2019-01-21 19:47:51,01/21/2019 08:38:52 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 7:47 PM, 01/21/2019 until further notice. [CARS CAD-190210408]",New York State Thruway-State Wide Operations Center - Albany,42.982876,-76.789799
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2019-01-21 19:14:51,01/21/2019 08:38:52 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 7:14 PM, 01/21/2019 until further notice. [CARS CAD-190210391]",New York State Thruway-State Wide Operations Center - Albany,42.980194,-76.798011
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2019-01-21 10:47:53,01/21/2019 11:11:52 AM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 10:47 AM, 01/21/2019 until further notice. [CARS CAD-190210100]",New York State Thruway-State Wide Operations Center - Albany,43.104936,-76.295607
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2019-01-21 09:35:53,01/21/2019 11:14:56 AM,"Accident on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 9:33 AM, 01/21/2019 until further notice. [CARS CAD-190210117]",New York State Thruway-State Wide Operations Center - Albany,43.095988,-76.311046
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between De Witt,Onondaga,NY,2019-01-20 21:18:16,01/20/2019 10:51:17 PM,"Accident on I-90 - NYS Thruway westbound between Exit 35 (I-90) - Syracuse (Rte 298) and Exit 36 (I-90) - Syracuse (I-81) starting 9:15 PM, 01/20/2019 until further notice. [CARS CAD-190200299]",New York State Thruway-State Wide Operations Center - Albany,43.092817,-76.162488
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2019-01-20 20:02:16,01/20/2019 09:18:16 PM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 8:02 PM, 01/20/2019 until further notice. [CARS CAD-190200279]",New York State Thruway-State Wide Operations Center - Albany,42.991604,-76.752465
incident,New York State Department of Transportation Region 3,I-481,Northbound,to Cicero,Onondaga,NY,2019-01-20 03:05:15,01/20/2019 03:36:18 AM,Accident on I-481 northbound to Exit 9S; I-81 S (Cicero) exit ramp closed,New York State Department of Transportation Region 3,43.141101,-76.106903
accident,New York State Department of Transportation Region 3,I-81,Northbound,ramp to Syracuse,Onondaga,NY,2019-01-20 02:16:17,01/20/2019 02:59:19 AM,Accident on I-81 northbound ramp to Exit 22 - NY 298; Court Street (Syracuse),New York State Department of Transportation Region 3,43.062301,-76.157798
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Van Buren,Onondaga,NY,2019-01-19 15:26:17,01/19/2019 05:05:14 PM,"Accident, left lane blocked on I-90 - NYS Thruway westbound between Exit 39 (I-90) - State Fair (I-690) and Exit 40 (I-90) - Weedsport (Rte 34) starting 3:28 PM, 01/19/2019 until further notice. [CARS CAD-190190267]",New York State Thruway-State Wide Operations Center - Albany,43.105517,-76.293801
accident,New York State Department of Transportation Region 3,I-81,Southbound,at Syracuse,Onondaga,NY,2019-01-19 14:03:16,01/19/2019 02:50:15 PM,Accident on I-81 southbound at Exit 23A and Exit 23B and Exit 22; Hiawatha Boulevard; Carousel Center Drive; Bear Street; NY 298 to I-690 West (Syracuse) left and center lanes closed,New York State Department of Transportation Region 3,43.074501,-76.170799
incident,New York State Department of Transportation Region 3,I-81,Northbound,between Onondaga,Onondaga,NY,2019-01-19 12:15:14,01/19/2019 12:32:19 PM,Accident on I-81 northbound between Exit 16 - US 11; Nedrow; Onondaga Nation (Onondaga) and Exit 16A - I-481 (Syracuse) all lanes closed,New York State Department of Transportation Region 3,42.952499,-76.138298
incident,New York State Department of Transportation Region 3,I-81,Northbound,between Onondaga,Onondaga,NY,2019-01-19 12:11:15,01/19/2019 12:12:21 PM,Accident on I-81 northbound between Exit 16 - US 11; Nedrow; Onondaga Nation (Onondaga) and Exit 16A - I-481 (Syracuse) all lanes closed,New York State Department of Transportation Region 3,42.952499,-76.138298
accident,New York State Department of Transportation Region 3,I-81,Northbound,just past Syracuse,Onondaga,NY,2019-01-19 11:33:15,01/19/2019 01:33:16 PM,Accident on I-81 northbound just past I-690 East (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.049198,-76.142601
accident,New York State Department of Transportation Region 3,I-81,Northbound,at Syracuse,Onondaga,NY,2019-01-18 22:10:15,01/18/2019 10:48:13 PM,Accident on I-81 northbound at I-690 East (Syracuse) right lane closed,New York State Department of Transportation Region 3,43.049198,-76.142601
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Eastbound,between Salina,Onondaga,NY,2019-01-18 20:45:13,01/18/2019 11:02:20 PM,"Accident on I-90 - NYS Thruway eastbound between Exit 38 (I-90) - Liverpool (Rte 57) and Exit 37 (I-90) - Electronics Parkway starting 8:42 PM, 01/18/2019 until further notice. [CARS CAD-190180444]",New York State Thruway-State Wide Operations Center - Albany,43.104164,-76.185797
accident,New York State Thruway-State Wide Operations Center - Albany,I-90 - NYS Thruway,Westbound,between Brutus,Cayuga,NY,2019-01-18 08:20:15,01/18/2019 08:47:15 AM,"Accident on I-90 - NYS Thruway westbound between Exit 40 (I-90) - Weedsport (Rte 34) and Exit 41 (I-90) - Waterloo (Rte 414) starting 8:20 AM, 01/18/2019 until further notice. [CARS CAD-190180088]",New York State Thruway-State Wide Operations Center - Albany,42.983897,-76.782046
incident,New York State Department of Transportation Region 3,NY 298,Both directions,area of De Witt,Onondaga,NY,2019-01-18 07:35:14,01/18/2019 10:33:14 AM,Accident and Downed wires on NY 298 both directions area of Town of De Witt; Town of Manlius Line (De Witt) closed between Fremont Road and Karker Road,New York State Department of Transportation Region 3,43.1082,-76.041702
